pipeline_id,req_id,candidate_id,stage_name,stage_date,date_id,conversion_flag,company_id
49,3,35,Applied,2021-08-20,20210820,0,1
50,3,36,Applied,2021-08-19,20210819,0,1
51,3,37,Applied,2021-08-17,20210817,0,1
52,4,38,Applied,2025-08-12,20250812,1,1
53,4,38,Phone Screen,2025-08-15,20250815,0,1
54,4,39,Applied,2025-08-13,20250813,1,1
55,4,39,Phone Screen,2025-08-23,20250823,1,1
56,4,39,Interview,2025-08-26,20250826,1,1
57,4,39,Assessment,2025-09-03,20250903,1,1
58,4,40,Applied,2025-08-11,20250811,0,1
59,4,41,Applied,2025-08-09,20250809,1,1
60,4,41,Phone Screen,2025-08-17,20250817,1,1
61,4,42,Applied,2025-08-13,20250813,0,1
62,4,43,Applied,2025-08-13,20250813,1,1
63,4,43,Phone Screen,2025-08-17,20250817,1,1
64,4,44,Applied,2025-08-12,20250812,1,1
65,4,45,Applied,2025-08-10,20250810,0,1
66,4,46,Applied,2025-08-13,20250813,1,1
67,4,46,Phone Screen,2025-08-21,20250821,1,1
68,4,46,Interview,2025-08-25,20250825,0,1
69,4,47,Applied,2025-08-09,20250809,0,1
70,4,48,Applied,2025-08-11,20250811,1,1
71,4,49,Applied,2025-08-09,20250809,1,1
72,5,50,Applied,2023-09-27,20230927,0,1
73,5,51,Applied,2023-09-29,20230929,1,1
74,5,51,Phone Screen,2023-10-02,20231002,1,1
75,5,51,Interview,2023-10-11,20231011,1,1
76,5,51,Assessment,2023-10-16,20231016,0,1
77,5,52,Applied,2023-09-29,20230929,1,1
78,5,52,Phone Screen,2023-10-06,20231006,1,1
79,5,53,Applied,2023-09-26,20230926,1,1
80,5,53,Phone Screen,2023-10-04,20231004,1,1
81,5,53,Interview,2023-10-12,20231012,1,1
82,5,54,Applied,2023-09-29,20230929,1,1
83,5,54,Phone Screen,2023-10-02,20231002,1,1
84,5,54,Interview,2023-10-12,20231012,0,1
85,5,55,Applied,2023-09-28,20230928,0,1
86,5,56,Applied,2023-09-28,20230928,1,1
87,5,57,Applied,2023-09-29,20230929,1,1
88,5,57,Phone Screen,2023-10-07,20231007,0,1
89,5,58,Applied,2023-09-28,20230928,1,1
90,5,59,Applied,2023-09-29,20230929,0,1
91,5,60,Applied,2023-09-25,20230925,1,1
92,5,61,Applied,2023-09-28,20230928,1,1
93,5,61,Phone Screen,2023-10-02,20231002,1,1
94,5,62,Applied,2023-09-26,20230926,0,1
95,6,63,Applied,2022-01-27,20220127,1,1
96,6,63,Phone Screen,2022-02-02,20220202,1,1
97,6,64,Applied,2022-01-24,20220124,0,1
98,6,65,Applied,2022-01-26,20220126,1,1
99,6,66,Applied,2022-01-27,20220127,1,1
100,6,66,Phone Screen,2022-02-06,20220206,0,1
101,6,67,Applied,2022-01-27,20220127,1,1
102,6,68,Applied,2022-01-25,20220125,1,1
103,6,69,Applied,2022-01-27,20220127,1,1
104,6,69,Phone Screen,2022-02-02,20220202,1,1
105,6,70,Applied,2022-01-27,20220127,1,1
106,6,70,Phone Screen,2022-02-02,20220202,1,1
107,6,71,Applied,2022-01-24,20220124,0,1
108,6,72,Applied,2022-01-27,20220127,0,1
109,6,73,Applied,2022-01-25,20220125,0,1
110,6,74,Applied,2022-01-25,20220125,0,1
111,6,75,Applied,2022-01-25,20220125,1,1
112,6,75,Phone Screen,2022-01-28,20220128,1,1
113,6,76,Applied,2022-01-27,20220127,0,1
114,6,77,Applied,2022-01-27,20220127,1,1
115,7,78,Applied,2023-12-18,20231218,0,1
116,7,79,Applied,2023-12-17,20231217,0,1
117,7,80,Applied,2023-12-20,20231220,0,1
118,7,81,Applied,2023-12-20,20231220,1,1
119,7,82,Applied,2023-12-21,20231221,0,1
120,7,83,Applied,2023-12-21,20231221,1,1
121,7,83,Phone Screen,2023-12-24,20231224,1,1
122,7,83,Interview,2023-12-27,20231227,0,1
123,8,84,Applied,2020-08-17,20200817,1,1
124,8,85,Applied,2020-08-18,20200818,1,1
125,8,85,Phone Screen,2020-08-23,20200823,1,1
126,8,86,Applied,2020-08-17,20200817,1,1
127,8,86,Phone Screen,2020-08-21,20200821,1,1
128,8,87,Applied,2020-08-16,20200816,1,1
129,8,88,Applied,2020-08-18,20200818,1,1
130,8,88,Phone Screen,2020-08-23,20200823,1,1
131,8,89,Applied,2020-08-18,20200818,1,1
132,8,90,Applied,2020-08-16,20200816,1,1
133,8,90,Phone Screen,2020-08-23,20200823,0,1
134,8,91,Applied,2020-08-15,20200815,1,1
135,8,91,Phone Screen,2020-08-24,20200824,1,1
136,8,92,Applied,2020-08-15,20200815,1,1
137,8,92,Phone Screen,2020-08-24,20200824,0,1
138,8,93,Applied,2020-08-16,20200816,0,1
139,8,94,Applied,2020-08-18,20200818,1,1
140,8,95,Applied,2020-08-18,20200818,1,1
141,8,95,Phone Screen,2020-08-27,20200827,0,1
142,9,96,Applied,2020-07-30,20200730,1,1
143,9,97,Applied,2020-07-29,20200729,1,1
144,9,98,Applied,2020-07-29,20200729,0,1
145,9,99,Applied,2020-08-02,20200802,0,1
146,9,100,Applied,2020-07-31,20200731,1,1
147,9,101,Applied,2020-08-02,20200802,0,1
148,9,102,Applied,2020-08-02,20200802,1,1
149,9,103,Applied,2020-07-29,20200729,1,1
150,9,103,Phone Screen,2020-08-04,20200804,0,1
151,9,104,Applied,2020-07-30,20200730,0,1
152,10,105,Applied,2019-05-14,20190514,1,1
153,10,105,Phone Screen,2019-05-21,20190521,1,1
154,10,106,Applied,2019-05-15,20190515,1,1
155,10,106,Phone Screen,2019-05-21,20190521,0,1
156,10,107,Applied,2019-05-17,20190517,1,1
157,10,107,Phone Screen,2019-05-20,20190520,1,1
158,10,108,Applied,2019-05-17,20190517,1,1
159,10,109,Applied,2019-05-16,20190516,0,1
160,10,110,Applied,2019-05-14,20190514,1,1
161,11,111,Applied,2024-04-27,20240427,0,1
162,11,112,Applied,2024-04-25,20240425,0,1
163,11,113,Applied,2024-04-26,20240426,1,1
164,11,113,Phone Screen,2024-05-06,20240506,0,1
165,11,114,Applied,2024-04-25,20240425,1,1
166,11,114,Phone Screen,2024-05-03,20240503,1,1
167,11,115,Applied,2024-04-23,20240423,0,1
168,11,116,Applied,2024-04-26,20240426,0,1
169,11,117,Applied,2024-04-27,20240427,1,1
170,11,118,Applied,2024-04-25,20240425,0,1
171,11,119,Applied,2024-04-25,20240425,1,1
172,11,119,Phone Screen,2024-04-30,20240430,1,1
173,11,119,Interview,2024-05-06,20240506,1,1
174,11,120,Applied,2024-04-26,20240426,1,1
175,11,121,Applied,2024-04-24,20240424,1,1
176,11,122,Applied,2024-04-24,20240424,1,1
177,11,123,Applied,2024-04-26,20240426,1,1
178,11,123,Phone Screen,2024-05-03,20240503,0,1
179,11,124,Applied,2024-04-25,20240425,1,1
180,12,125,Applied,2024-09-29,20240929,0,1
181,12,126,Applied,2024-09-29,20240929,0,1
182,12,127,Applied,2024-09-26,20240926,1,1
183,12,128,Applied,2024-09-28,20240928,0,1
184,12,129,Applied,2024-09-27,20240927,1,1
185,12,129,Phone Screen,2024-10-05,20241005,1,1
186,12,129,Interview,2024-10-14,20241014,1,1
187,12,130,Applied,2024-09-30,20240930,0,1
188,12,131,Applied,2024-09-26,20240926,1,1
189,12,132,Applied,2024-09-30,20240930,0,1
190,12,133,Applied,2024-09-26,20240926,1,1
191,12,133,Phone Screen,2024-10-06,20241006,0,1
192,13,134,Applied,2025-04-03,20250403,1,1
193,13,134,Phone Screen,2025-04-11,20250411,1,1
194,13,134,Interview,2025-04-18,20250418,1,1
195,13,135,Applied,2025-04-03,20250403,0,1
196,13,136,Applied,2025-04-04,20250404,1,1
197,13,136,Phone Screen,2025-04-08,20250408,1,1
198,13,137,Applied,2025-04-02,20250402,1,1
199,13,138,Applied,2025-04-02,20250402,1,1
200,13,139,Applied,2025-04-01,20250401,1,1
201,13,139,Phone Screen,2025-04-11,20250411,1,1
202,13,139,Interview,2025-04-18,20250418,0,1
203,13,140,Applied,2025-03-31,20250331,0,1
204,13,141,Applied,2025-04-03,20250403,1,1
205,13,142,Applied,2025-03-31,20250331,1,1
206,13,143,Applied,2025-03-31,20250331,0,1
207,13,144,Applied,2025-04-02,20250402,1,1
208,13,145,Applied,2025-03-31,20250331,0,1
209,13,146,Applied,2025-03-31,20250331,0,1
210,14,147,Applied,2022-02-12,20220212,0,1
211,14,148,Applied,2022-02-09,20220209,0,1
212,14,149,Applied,2022-02-11,20220211,1,1
213,14,150,Applied,2022-02-08,20220208,0,1
214,14,151,Applied,2022-02-11,20220211,0,1
215,15,152,Applied,2025-11-15,20251115,1,1
216,15,152,Phone Screen,2025-11-24,20251124,1,1
217,15,152,Interview,2025-12-03,20251203,0,1
218,15,153,Applied,2025-11-19,20251119,1,1
219,15,154,Applied,2025-11-16,20251116,0,1
220,15,155,Applied,2025-11-17,20251117,0,1
221,15,156,Applied,2025-11-19,20251119,0,1
222,15,157,Applied,2025-11-16,20251116,1,1
223,15,158,Applied,2025-11-19,20251119,1,1
224,15,159,Applied,2025-11-16,20251116,1,1
225,15,159,Phone Screen,2025-11-23,20251123,0,1
226,15,160,Applied,2025-11-17,20251117,0,1
227,15,161,Applied,2025-11-18,20251118,0,1
228,16,162,Applied,2023-10-22,20231022,0,1
229,16,163,Applied,2023-10-20,20231020,1,1
230,16,163,Phone Screen,2023-10-29,20231029,0,1
231,16,164,Applied,2023-10-23,20231023,1,1
232,16,164,Phone Screen,2023-10-28,20231028,1,1
233,16,164,Interview,2023-11-01,20231101,1,1
234,16,165,Applied,2023-10-21,20231021,1,1
235,16,165,Phone Screen,2023-10-27,20231027,1,1
236,17,166,Applied,2023-07-16,20230716,1,1
237,17,167,Applied,2023-07-19,20230719,1,1
238,17,168,Applied,2023-07-16,20230716,0,1
239,17,169,Applied,2023-07-18,20230718,0,1
240,17,170,Applied,2023-07-19,20230719,1,1
241,17,171,Applied,2023-07-18,20230718,0,1
242,17,172,Applied,2023-07-17,20230717,1,1
243,17,172,Phone Screen,2023-07-22,20230722,1,1
244,17,172,Interview,2023-07-25,20230725,0,1
245,17,173,Applied,2023-07-18,20230718,1,1
246,17,173,Phone Screen,2023-07-23,20230723,1,1
247,17,174,Applied,2023-07-17,20230717,0,1
248,17,175,Applied,2023-07-17,20230717,1,1
249,17,176,Applied,2023-07-18,20230718,1,1
250,17,176,Phone Screen,2023-07-21,20230721,0,1
251,17,177,Applied,2023-07-16,20230716,1,1
252,17,177,Phone Screen,2023-07-25,20230725,1,1
253,17,177,Interview,2023-07-30,20230730,1,1
254,17,177,Assessment,2023-08-05,20230805,0,1
255,18,178,Applied,2019-09-13,20190913,1,1
256,18,178,Phone Screen,2019-09-23,20190923,1,1
257,18,178,Interview,2019-09-26,20190926,1,1
258,18,178,Assessment,2019-10-03,20191003,0,1
259,18,179,Applied,2019-09-12,20190912,0,1
260,18,180,Applied,2019-09-10,20190910,0,1
261,18,181,Applied,2019-09-14,20190914,1,1
262,18,182,Applied,2019-09-11,20190911,1,1
263,19,183,Applied,2020-10-10,20201010,1,1
264,19,184,Applied,2020-10-08,20201008,0,1
265,19,185,Applied,2020-10-10,20201010,0,1
266,19,186,Applied,2020-10-08,20201008,1,1
267,19,186,Phone Screen,2020-10-17,20201017,1,1
268,19,187,Applied,2020-10-09,20201009,0,1
269,19,188,Applied,2020-10-07,20201007,0,1
270,19,189,Applied,2020-10-07,20201007,1,1
271,19,189,Phone Screen,2020-10-17,20201017,1,1
272,19,190,Applied,2020-10-07,20201007,1,1
273,19,190,Phone Screen,2020-10-17,20201017,1,1
274,19,190,Interview,2020-10-25,20201025,0,1
275,20,191,Applied,2024-08-06,20240806,1,1
276,20,192,Applied,2024-08-06,20240806,1,1
277,20,192,Phone Screen,2024-08-14,20240814,1,1
278,20,192,Interview,2024-08-19,20240819,0,1
279,20,193,Applied,2024-08-04,20240804,0,1
280,20,194,Applied,2024-08-05,20240805,1,1
281,20,195,Applied,2024-08-04,20240804,0,1
282,20,196,Applied,2024-08-05,20240805,0,1
283,20,197,Applied,2024-08-08,20240808,0,1
284,20,198,Applied,2024-08-05,20240805,1,1
285,20,198,Phone Screen,2024-08-13,20240813,0,1
286,21,199,Applied,2019-03-24,20190324,0,1
287,21,200,Applied,2019-03-22,20190322,0,1
288,21,201,Applied,2019-03-24,20190324,1,1
289,21,202,Applied,2019-03-24,20190324,0,1
290,21,203,Applied,2019-03-21,20190321,0,1
291,21,204,Applied,2019-03-23,20190323,1,1
292,21,204,Phone Screen,2019-04-01,20190401,0,1
293,21,205,Applied,2019-03-23,20190323,1,1
294,21,206,Applied,2019-03-22,20190322,1,1
295,21,206,Phone Screen,2019-03-29,20190329,0,1
296,21,207,Applied,2019-03-24,20190324,1,1
297,21,207,Phone Screen,2019-04-02,20190402,1,1
298,21,208,Applied,2019-03-21,20190321,1,1
299,21,208,Phone Screen,2019-03-30,20190330,1,1
300,21,208,Interview,2019-04-07,20190407,0,1
301,21,209,Applied,2019-03-22,20190322,1,1
302,21,209,Phone Screen,2019-03-27,20190327,1,1
303,21,210,Applied,2019-03-20,20190320,1,1
304,21,211,Applied,2019-03-24,20190324,0,1
305,22,212,Applied,2021-04-23,20210423,0,1
306,22,213,Applied,2021-04-24,20210424,0,1
307,22,214,Applied,2021-04-25,20210425,0,1
308,22,215,Applied,2021-04-23,20210423,0,1
309,22,216,Applied,2021-04-23,20210423,1,1
310,22,217,Applied,2021-04-26,20210426,1,1
311,22,217,Phone Screen,2021-04-30,20210430,0,1
312,22,218,Applied,2021-04-27,20210427,1,1
313,22,219,Applied,2021-04-26,20210426,0,1
314,23,220,Applied,2019-11-13,20191113,0,1
315,23,221,Applied,2019-11-13,20191113,0,1
316,23,222,Applied,2019-11-13,20191113,1,1
317,23,222,Phone Screen,2019-11-23,20191123,1,1
318,23,223,Applied,2019-11-11,20191111,0,1
319,23,224,Applied,2019-11-14,20191114,0,1
320,23,225,Applied,2019-11-14,20191114,0,1
321,23,226,Applied,2019-11-14,20191114,1,1
322,23,227,Applied,2019-11-11,20191111,1,1
323,24,228,Applied,2023-03-16,20230316,0,1
324,24,229,Applied,2023-03-19,20230319,1,1
325,24,230,Applied,2023-03-19,20230319,1,1
326,24,230,Phone Screen,2023-03-24,20230324,0,1
327,24,231,Applied,2023-03-16,20230316,1,1
328,24,232,Applied,2023-03-18,20230318,0,1
329,24,233,Applied,2023-03-18,20230318,1,1
330,24,234,Applied,2023-03-18,20230318,0,1
331,24,235,Applied,2023-03-18,20230318,1,1
332,24,236,Applied,2023-03-18,20230318,1,1
333,24,237,Applied,2023-03-18,20230318,1,1
334,24,237,Phone Screen,2023-03-24,20230324,1,1
335,24,238,Applied,2023-03-18,20230318,0,1
336,24,239,Applied,2023-03-19,20230319,0,1
337,24,240,Applied,2023-03-19,20230319,0,1
338,24,241,Applied,2023-03-18,20230318,0,1
339,24,242,Applied,2023-03-18,20230318,1,1
340,25,243,Applied,2022-06-05,20220605,0,1
341,25,244,Applied,2022-06-02,20220602,0,1
342,25,245,Applied,2022-06-02,20220602,0,1
343,25,246,Applied,2022-06-04,20220604,1,1
344,25,246,Phone Screen,2022-06-12,20220612,1,1
345,25,246,Interview,2022-06-21,20220621,0,1
346,25,247,Applied,2022-06-03,20220603,0,1
347,25,248,Applied,2022-06-03,20220603,1,1
348,25,248,Phone Screen,2022-06-06,20220606,1,1
349,25,248,Interview,2022-06-13,20220613,1,1
350,25,248,Assessment,2022-06-19,20220619,1,1
351,25,248,Offer,2022-06-25,20220625,1,1
352,25,249,Applied,2022-06-04,20220604,1,1
353,25,249,Phone Screen,2022-06-10,20220610,0,1
354,25,250,Applied,2022-06-05,20220605,0,1
355,25,251,Applied,2022-06-04,20220604,0,1
356,25,252,Applied,2022-06-03,20220603,1,1
357,25,252,Phone Screen,2022-06-11,20220611,0,1
358,25,253,Applied,2022-06-02,20220602,1,1
359,25,253,Phone Screen,2022-06-07,20220607,0,1
360,25,254,Applied,2022-06-02,20220602,0,1
361,25,255,Applied,2022-06-01,20220601,0,1
362,25,256,Applied,2022-06-05,20220605,1,1
363,25,257,Applied,2022-06-05,20220605,1,1
364,25,257,Phone Screen,2022-06-11,20220611,1,1
365,26,258,Applied,2023-06-06,20230606,1,1
366,26,258,Phone Screen,2023-06-11,20230611,1,1
367,26,259,Applied,2023-06-06,20230606,1,1
368,26,259,Phone Screen,2023-06-14,20230614,1,1
369,26,260,Applied,2023-06-03,20230603,1,1
370,26,261,Applied,2023-06-04,20230604,1,1
371,26,261,Phone Screen,2023-06-11,20230611,1,1
372,26,261,Interview,2023-06-20,20230620,1,1
373,26,262,Applied,2023-06-07,20230607,0,1
374,26,263,Applied,2023-06-07,20230607,0,1
375,26,264,Applied,2023-06-07,20230607,1,1
376,26,265,Applied,2023-06-04,20230604,0,1
377,26,266,Applied,2023-06-04,20230604,1,1
378,26,267,Applied,2023-06-05,20230605,0,1
379,26,268,Applied,2023-06-07,20230607,0,1
380,27,269,Applied,2025-06-22,20250622,1,1
381,27,269,Phone Screen,2025-06-30,20250630,1,1
382,27,270,Applied,2025-06-21,20250621,1,1
383,27,270,Phone Screen,2025-06-30,20250630,1,1
384,27,270,Interview,2025-07-04,20250704,0,1
385,27,271,Applied,2025-06-23,20250623,0,1
386,27,272,Applied,2025-06-19,20250619,1,1
387,27,272,Phone Screen,2025-06-27,20250627,1,1
388,27,272,Interview,2025-06-30,20250630,1,1
389,27,273,Applied,2025-06-23,20250623,0,1
390,27,274,Applied,2025-06-20,20250620,0,1
391,27,275,Applied,2025-06-20,20250620,0,1
392,27,276,Applied,2025-06-19,20250619,0,1
393,27,277,Applied,2025-06-23,20250623,1,1
394,27,278,Applied,2025-06-20,20250620,0,1
395,28,279,Applied,2025-10-26,20251026,0,1
396,28,280,Applied,2025-10-26,20251026,1,1
397,28,280,Phone Screen,2025-11-02,20251102,1,1
398,28,281,Applied,2025-10-29,20251029,1,1
399,28,282,Applied,2025-10-30,20251030,0,1
400,28,283,Applied,2025-10-26,20251026,1,1
401,28,283,Phone Screen,2025-11-01,20251101,1,1
402,28,283,Interview,2025-11-11,20251111,1,1
403,28,283,Assessment,2025-11-19,20251119,0,1
404,28,284,Applied,2025-10-29,20251029,0,1
405,28,285,Applied,2025-10-30,20251030,1,1
406,28,286,Applied,2025-10-30,20251030,1,1
407,28,287,Applied,2025-10-27,20251027,1,1
408,28,287,Phone Screen,2025-11-02,20251102,1,1
409,28,288,Applied,2025-10-26,20251026,1,1
410,28,289,Applied,2025-10-30,20251030,1,1
411,29,290,Applied,2020-11-06,20201106,1,1
412,29,290,Phone Screen,2020-11-10,20201110,1,1
413,29,291,Applied,2020-11-06,20201106,1,1
414,29,291,Phone Screen,2020-11-13,20201113,1,1
415,29,292,Applied,2020-11-09,20201109,1,1
416,29,292,Phone Screen,2020-11-14,20201114,1,1
417,29,293,Applied,2020-11-06,20201106,1,1
418,29,294,Applied,2020-11-06,20201106,1,1
419,29,294,Phone Screen,2020-11-09,20201109,1,1
420,29,295,Applied,2020-11-06,20201106,0,1
421,29,296,Applied,2020-11-08,20201108,0,1
422,29,297,Applied,2020-11-07,20201107,0,1
423,29,298,Applied,2020-11-06,20201106,0,1
424,29,299,Applied,2020-11-10,20201110,0,1
425,29,300,Applied,2020-11-09,20201109,0,1
426,29,301,Applied,2020-11-08,20201108,0,1
427,29,302,Applied,2020-11-08,20201108,1,1
428,29,302,Phone Screen,2020-11-17,20201117,0,1
429,29,303,Applied,2020-11-07,20201107,1,1
430,29,304,Applied,2020-11-09,20201109,0,1
431,30,305,Applied,2020-09-23,20200923,1,1
432,30,306,Applied,2020-09-25,20200925,1,1
433,30,307,Applied,2020-09-24,20200924,0,1
434,30,308,Applied,2020-09-25,20200925,1,1
435,30,308,Phone Screen,2020-10-02,20201002,1,1
436,30,309,Applied,2020-09-26,20200926,1,1
437,30,309,Phone Screen,2020-09-29,20200929,1,1
438,30,309,Interview,2020-10-05,20201005,1,1
439,30,310,Applied,2020-09-22,20200922,0,1
440,31,311,Applied,2022-10-30,20221030,0,1
441,31,312,Applied,2022-11-02,20221102,1,1
442,31,313,Applied,2022-10-29,20221029,0,1
443,31,314,Applied,2022-10-31,20221031,1,1
444,31,314,Phone Screen,2022-11-05,20221105,1,1
445,31,314,Interview,2022-11-08,20221108,1,1
446,31,315,Applied,2022-10-30,20221030,1,1
447,31,315,Phone Screen,2022-11-09,20221109,1,1
448,31,316,Applied,2022-10-31,20221031,1,1
449,31,316,Phone Screen,2022-11-08,20221108,1,1
450,31,317,Applied,2022-10-29,20221029,1,1
451,31,317,Phone Screen,2022-11-06,20221106,1,1
452,31,318,Applied,2022-10-29,20221029,0,1
453,31,319,Applied,2022-11-01,20221101,1,1
454,31,320,Applied,2022-10-29,20221029,1,1
455,31,321,Applied,2022-11-01,20221101,0,1
456,32,322,Applied,2025-09-04,20250904,0,1
457,32,323,Applied,2025-09-05,20250905,0,1
458,32,324,Applied,2025-09-06,20250906,1,1
459,32,324,Phone Screen,2025-09-14,20250914,1,1
460,32,325,Applied,2025-09-06,20250906,0,1
461,32,326,Applied,2025-09-05,20250905,1,1
462,32,326,Phone Screen,2025-09-12,20250912,1,1
463,32,327,Applied,2025-09-04,20250904,1,1
464,32,327,Phone Screen,2025-09-13,20250913,1,1
465,32,328,Applied,2025-09-06,20250906,1,1
466,32,328,Phone Screen,2025-09-15,20250915,1,1
467,32,328,Interview,2025-09-21,20250921,1,1
468,32,329,Applied,2025-09-07,20250907,1,1
469,32,329,Phone Screen,2025-09-16,20250916,1,1
470,32,329,Interview,2025-09-25,20250925,1,1
471,32,330,Applied,2025-09-07,20250907,1,1
472,32,331,Applied,2025-09-04,20250904,0,1
473,32,332,Applied,2025-09-06,20250906,1,1
474,32,332,Phone Screen,2025-09-12,20250912,1,1
475,33,333,Applied,2024-03-27,20240327,0,1
476,33,334,Applied,2024-03-27,20240327,1,1
477,33,334,Phone Screen,2024-04-05,20240405,1,1
478,33,335,Applied,2024-03-26,20240326,0,1
479,33,336,Applied,2024-03-27,20240327,0,1
480,33,337,Applied,2024-03-23,20240323,0,1
481,33,338,Applied,2024-03-23,20240323,0,1
482,33,339,Applied,2024-03-23,20240323,1,1
483,33,339,Phone Screen,2024-03-31,20240331,1,1
484,33,339,Interview,2024-04-06,20240406,1,1
485,33,340,Applied,2024-03-26,20240326,0,1
486,33,341,Applied,2024-03-25,20240325,0,1
487,33,342,Applied,2024-03-24,20240324,1,1
488,33,342,Phone Screen,2024-04-02,20240402,0,1
489,33,343,Applied,2024-03-26,20240326,0,1
490,33,344,Applied,2024-03-26,20240326,1,1
491,33,345,Applied,2024-03-24,20240324,1,1
492,33,345,Phone Screen,2024-03-27,20240327,1,1
493,33,346,Applied,2024-03-23,20240323,0,1
494,34,347,Applied,2019-05-24,20190524,1,1
495,34,348,Applied,2019-05-25,20190525,1,1
496,34,349,Applied,2019-05-21,20190521,0,1
497,34,350,Applied,2019-05-24,20190524,1,1
498,34,351,Applied,2019-05-23,20190523,0,1
499,34,352,Applied,2019-05-21,20190521,0,1
500,34,353,Applied,2019-05-24,20190524,0,1
501,34,354,Applied,2019-05-24,20190524,1,1
502,34,354,Phone Screen,2019-05-31,20190531,1,1
503,34,355,Applied,2019-05-22,20190522,1,1
504,34,355,Phone Screen,2019-05-29,20190529,0,1
505,35,356,Applied,2020-08-05,20200805,0,1
506,35,357,Applied,2020-08-08,20200808,1,1
507,35,357,Phone Screen,2020-08-11,20200811,0,1
508,35,358,Applied,2020-08-09,20200809,0,1
509,35,359,Applied,2020-08-07,20200807,0,1
510,35,360,Applied,2020-08-08,20200808,0,1
511,35,361,Applied,2020-08-07,20200807,1,1
512,35,361,Phone Screen,2020-08-16,20200816,1,1
513,35,362,Applied,2020-08-09,20200809,1,1
514,35,363,Applied,2020-08-05,20200805,0,1
515,35,364,Applied,2020-08-09,20200809,1,1
516,36,365,Applied,2021-12-14,20211214,1,1
517,36,366,Applied,2021-12-14,20211214,0,1
518,36,367,Applied,2021-12-13,20211213,0,1
519,36,368,Applied,2021-12-15,20211215,0,1
520,36,369,Applied,2021-12-14,20211214,0,1
521,37,370,Applied,2023-11-01,20231101,1,1
522,37,370,Phone Screen,2023-11-05,20231105,1,1
523,37,370,Interview,2023-11-09,20231109,0,1
524,37,371,Applied,2023-10-30,20231030,0,1
525,37,372,Applied,2023-10-31,20231031,0,1
526,37,373,Applied,2023-11-02,20231102,1,1
527,37,374,Applied,2023-11-02,20231102,1,1
528,37,375,Applied,2023-11-03,20231103,1,1
529,37,375,Phone Screen,2023-11-08,20231108,1,1
530,37,375,Interview,2023-11-14,20231114,0,1
531,37,376,Applied,2023-11-03,20231103,0,1
532,37,377,Applied,2023-10-30,20231030,0,1
533,37,378,Applied,2023-10-31,20231031,0,1
534,37,379,Applied,2023-11-03,20231103,1,1
535,37,379,Phone Screen,2023-11-10,20231110,1,1
536,37,380,Applied,2023-11-03,20231103,0,1
537,38,381,Applied,2020-10-14,20201014,1,1
538,38,381,Phone Screen,2020-10-17,20201017,1,1
539,38,382,Applied,2020-10-15,20201015,0,1
540,38,383,Applied,2020-10-15,20201015,0,1
541,38,384,Applied,2020-10-12,20201012,0,1
542,38,385,Applied,2020-10-14,20201014,0,1
